Dealer_Name,Dealer_Type,Dealer_Address,City,State,Mobile,Email,Domain,Map_Location
"Surat Motorcars, Varacha",SALES,"Ground Floor, Skyview Business HorizonOpp- Dream Land Party Plot",Surat,Gujarat,7437822222,contact.varachha@suratkia.in,https://surat-motorcars-varacha-kia.com,"https://www.google.com/maps/search/21.240217505532318,72.9117818460327,Surat%20Motorcars,%20Varacha,Opp-%20Dream%20Land%20Party%20Plot"
"Shreenath Cars CPO, Bharthana",PRE-OWNED CARS,"Manbhari Farm opp VIP plaza, Near Shyam Baba Mandir,VIP road,",Surat,Gujarat,9725077777,konfidence@shreenathkia.in,https://shreenath-cars-piplod-kia.com,"https://www.google.com/maps/search/21.144231711458122,72.79727525567965,Shreenath%20Cars%20CPO,%20Bharthana,opp%20VIP%20plaza,%20Near%20Shyam%20Baba%20Mandir,VIP%20road,"
"Surat Motorcars CPO, Udhana",PRE-OWNED CARS,"Block - 21, Besides Vishal Society,Bhatar Char Rasta,",Surat,Gujarat,9316748049,cpo@suratkia.in,https://surat-motorcars-varacha-kia.com,"https://www.google.com/maps/search/21.16188889,72.80822222,Surat%20Motorcars%20CPO,%20Udhana,Bhatar%20Char%20Rasta,"
"Shreenath Cars, Piplod",SERVICE,"A-42/5, Icchapore GIDC, Behind GEB Substation, Hajira Road, Surat",Surat,Gujarat,9081053777,service@shreenathkia.in,https://shreenath-cars-piplod-kia.com,"https://www.google.com/maps/search/21.188122,72.728607,Shreenath%20Cars,%20Piplod,ation,%20Hajira%20Road,%20Surat"
"Shreenath Cars, Vesu",SERVICE,"Block No 59, TP 13 ,Vesu Bharthana, Surat, Gujarat -394370",Surat,Gujarat,9586408777,service@shreenathkia.in,https://shreenath-cars-piplod-kia.com,"https://www.google.com/maps/search/21.14493,72.80144,Shreenath%20Cars,%20Vesu,Surat,%20Gujarat%20-394370"
"Surat Motorcars, Udhana",SERVICE,"New Industrial Estate, UdhyognnagarSite No B-171",Surat,Gujarat,,gmservice@suratkia.in,https://surat-motorcars-udhana-kia.com,"https://www.google.com/maps/search/21.1633875,72.8498465,Surat%20Motorcars,%20Udhana,Site%20No%20%20B-171"
"Surat Motorcars, Udhana",SERVICE,"Site No B-171New Industrial Estate, Udhyognnagar",Surat,Gujarat,8930833333,gmservice@suratkia.in,https://surat-motorcars-udhana-kia.com,"https://www.google.com/maps/search/21.1633875,72.8498465,Surat%20Motorcars,%20Udhana,New%20Industrial%20Estate,%20Udhyognnagar"
"Parin Kia, Surendranagar",SALES,"Plot No 106, Near Sarvo Petrol Pump, Opp Marketing Yard, Eadgwan,",Surendranagar,Gujarat,7600930093,info@parinmotors.com,,"https://www.google.com/maps/search/22.721289575613028,71.67092397253697,Parin%20Kia,%20Surendranagar,%20Opp%20Marketing%20Yard,%20Eadgwan,"
"Rathod Autolinks, Balitha",SALES,"Block No. 1496, Nr. Rathod Toyota, N.H.No. 48, Balitha",Vapi,Gujarat,7202022444,info@rathodkia.com,https://rathod-autolinks-balitha-kia.com,"https://www.google.com/maps/search/20.399610,72.914145,Rathod%20Autolinks,%20Balitha,N.H.No.%2048,%20Balitha"
"Rathod Kia CPO, Salvav",PRE-OWNED CARS,"House No.709, Near Kataria AutomobilesMaruti Suzuki Showroom, Opp.Baba Sita Ram Temple Gate, NH48,",Vapi,Gujarat,9227855570,info@rathodkia.com,https://rathod-autolinks-balitha-kia.com,"https://www.google.com/maps/search/20.40702,72.91543,Rathod%20Kia%20CPO,%20Salvav,Maruti%20Suzuki%20Showroom,%20Opp.Baba%20Sita%20Ram%20Temple%20Gate,%20NH48,"
"Rathod Autolinks, Balitha",SERVICE,"Block No. 1496, Nr. Rathod Toyota, N.H.No. 48, Balitha",Vapi,Gujarat,8511180518,service@rathodkia.com,https://rathod-autolinks-balitha-kia.com,"https://www.google.com/maps/search/20.2358506,72.54507708,Rathod%20Autolinks,%20Balitha,N.H.No.%2048,%20Balitha"
"Rathod Autolink, GIDC Vapi",SERVICE,"Plot no.39,First Phase GIDC Vapi,",Vapi,Gujarat,8511180518,service@rathodkia.com,https://rathod-autolinks-balitha-kia.com,"https://www.google.com/maps/search/20.357567,72.918047,Rathod%20Autolink,%20GIDC%20Vapi,First%20Phase%20GIDC%20Vapi,"
"Shreenath Cars, Vyara",SALES,"Plot No. 61/4, Tadkua,Vyara - Songad Road",Vyara,Gujarat,9725077777,smvyara@shreenathkia.in,https://shreenath-cars-vyara-kia.com,"https://www.google.com/maps/search/21.1180670325715,73.4155509315654,Shreenath%20Cars,%20Vyara,Vyara%20-%20Songad%20Road"
"Shreenath Cars, Vyara",SERVICE,"Plot No. 61/4, Tadkua,Vyara - Songad Road",Vyara,Gujarat,,,https://shreenath-cars-vyara-kia.com,"https://www.google.com/maps/search/21.1180670325715,73.4155509315654,Shreenath%20Cars,%20Vyara,Vyara%20-%20Songad%20Road"
"Mohan Vehicles, Ambala-Jagadhri highway",SALES,"13/40 KM Stone, TeplaAmbala-Jagadhri Highway",Ambala,Haryana,8607807100,sales@mohankia.in,https://mohan-vehicles-ambala-jagadhri-highway-kia.com,"https://www.google.com/maps/search/30.310832,76.942644,Mohan%20Vehicles,%20Ambala-Jagadhri%20highway,Ambala-Jagadhri%20Highway"
"Mohan Vehicles, Ambala-Jagadhri highway",SERVICE,"13/40 KM Stone, TeplaAmbala-Jagadhri Highway",Ambala,Haryana,8607157100,service@mohankia.com,https://mohan-vehicles-ambala-jagadhri-highway-kia.com,"https://www.google.com/maps/search/30.310832,76.942644,Mohan%20Vehicles,%20Ambala-Jagadhri%20highway,Ambala-Jagadhri%20Highway"
"Ransh Kia, Bahadurgarh",SALES,"K No 33/12/2, 13/1 & 18/2, Pillar No 787Delhi Rohtak Rd, MIE Part B, Bahadurgarh,",Bahadurgarh,Haryana,7419004160,gm.salesbh@ranshkia.com,,"https://www.google.com/maps/search/28.6893802,76.9486648,Ransh%20Kia,%20Bahadurgarh,Delhi%20Rohtak%20Rd,%20MIE%20Part%20B,%20Bahadurgarh,"
"Ransh Motors, Bahadurgarh",SALES,"Near Rj Hospital, Delhi-Rohtak Road,Ram Nagar, Bhaadurgarh-124507",Bahadurgarh,Haryana,9817979152,sales@ranshkia.com,https://ransh-motors-delhi-rohtak-road.com,"https://www.google.com/maps/search/28.690389,76.940250,Ransh%20Motors,%20Bahadurgarh,Ram%20Nagar,%20Bhaadurgarh-124507"
"Ransh Motors, Bahadurgarh",SERVICE,"Near Rj Hospital, Delhi-Rohtak Road,Ram Nagar, Bhaadurgarh-124507",Bahadurgarh,Haryana,9817979136,serviceb@ranshkia.com,https://ransh-motors-delhi-rohtak-road.com,"https://www.google.com/maps/search/28.690389,76.940250,Ransh%20Motors,%20Bahadurgarh,Ram%20Nagar,%20Bhaadurgarh-124507"
"Ritu Kia, Bhiwani",SALES,"Oppo. Central School, Rohtak Road,Bhiwani- 127021",Bhiwani,Haryana,9896110111,Info@ritukia.in,https://ritu-kia-bhiwani.com,"https://www.google.com/maps/search/28.796800,76.167400,Ritu%20Kia,%20Bhiwani,Bhiwani-%20127021"
"Ritu Kia, Bhiwani",SERVICE,"Oppo. Central School, Rohtak Road,Bhiwani- 127021",Bhiwani,Haryana,9053009868,service.bhiwani@ritukia.in,https://ritu-kia-bhiwani.com,"https://www.google.com/maps/search/28.796800,76.167400,Ritu%20Kia,%20Bhiwani,Bhiwani-%20127021"
"Dhingra Motors, Faridabad",SALES,"Plot No.1, sector 27AHUDA Industrial Area",Faridabad,Haryana,9654300045,crm.fbd@dhingrakia.in,https://dhingra-motors-faridabad-kia.com,"https://www.google.com/maps/search/28.397047,77.312950,Dhingra%20Motors,%20Faridabad,HUDA%20Industrial%20Area"
"Dhingra Motors, Faridabad",SERVICE,"Plot No.1, sector 27AHUDA Industrial Area",Faridabad,Haryana,999999999,varjesh.singh@dhingrakia.in,https://dhingra-motors-faridabad-kia.com,"https://www.google.com/maps/search/28.4277786,77.3090432,Dhingra%20Motors,%20Faridabad,HUDA%20Industrial%20Area"
"ASB Kia, Sector 61, Gurugram",SALES,"Picasso Centre (GF+FF)Baharampur Naya, Sector 61",Gurgaon,Haryana,8800185551,kia.ggm@asbkia.in,https://asb-kia-sector-61-gurugram.com,"https://www.google.com/maps/search/28.416534,77.09301,ASB%20Kia,%20Sector%2061,%20Gurugram,Baharampur%20Naya,%20Sector%2061"
"Allied Motors, Sohna Road",SALES,"Unit No. 27 to 30, GF, Spaze Boulevard, Malibu Town, Sector 47, Gurgaon, Haryana",Gurgaon,Haryana,9899486666,pankajlalit@alliedmotors.net,https://allied-motors-sohna-road-kia.com,"https://www.google.com/maps/search/28.41787,77.04076,Allied%20Motors,%20Sohna%20Road,%20Malibu%20Town,%20Sector%2047,%20Gurgaon,%20Haryana"
"Dhingra Motors, Old Gurgaon",SALES,Plot No 69IDC Old Mehrauli road,Gurgaon,Haryana,8745900045,crmsales.ggn@dhingrakia.in,https://dhingra-motors-old-gurgaon-kia.com,"https://www.google.com/maps/search/28.472029,77.052147,Dhingra%20Motors,%20Old%20Gurgaon,IDC%20Old%20Mehrauli%20road"
"Frontier Kia, M.G. Road",SALES,"Unit No. 2,3,4, Ground Floor,Delta Square Building, M.G. Road,",Gurgaon,Haryana,9654264367,Saleshead.ggn@frontierkia.in,https://frontier-kia-mg-road.com,"https://www.google.com/maps/search/28.4751791,77.0917881,Frontier%20Kia,%20M.G.%20Road,Delta%20Square%20Building,%20M.G.%20Road,"
Frontier Kia CPO Gurgaon,PRE-OWNED CARS,Sector 17/18 Dividing RoadGurgaon,Gurgaon,Haryana,7827042252,Saleshead.ggn@frontierkia.in,https://frontier-kia-mg-road.com,"https://www.google.com/maps/search/28.480146,77.072288,Frontier%20Kia%20CPO%20Gurgaon,Gurgaon"
"ASB Kia, Udyog Vihar, Gurugram",SERVICE,"288A, Phase IV, Udyog Vihar,Sector 18, Gurugram,",Gurgaon,Haryana,9650874111,gmservice.ggm@asbkia.in,https://asb-kia-sector-61-gurugram.com,"https://www.google.com/maps/search/28.497958,77.080055,ASB%20Kia,%20Udyog%20Vihar,%20Gurugram,Sector%2018,%20Gurugram,"
"Allied Motors, Sohna Road",SERVICE,"RECT No. 31, Killa No. 8, , Village - Begumpur Khatola, Gurgaon",Gurgaon,Haryana,8929581188,bodyshopgurgaon@allied-kia.in,https://allied-motors-sohna-road-kia.com,"https://www.google.com/maps/search/28.40941,77.00053,Allied%20Motors,%20Sohna%20Road,gumpur%20Khatola,%20Gurgaon"
"DHINGRA MOTORS, MG Road",SERVICE,"Plot No 55, Sec. 16,Industrial Area,",Gurgaon,Haryana,9654400045,sohan.rawat@dhingrakia.in,https://dhingra-motors-old-gurgaon-kia.com,"https://www.google.com/maps/search/28.46955,77.054349,DHINGRA%20MOTORS,%20MG%20Road,Industrial%20Area,"
"Dhingra Motors, Old Gurgaon",SERVICE,"Khasra No. 1169Khandsa, Gurgaon",Gurgaon,Haryana,8743045000,varjesh.singh@dhingrakia.in,https://dhingra-motors-old-gurgaon-kia.com,"https://www.google.com/maps/search/28.423687,77.009397,Dhingra%20Motors,%20Old%20Gurgaon,Khandsa,%20Gurgaon"
"Frontier Kia, MG Road",SERVICE,"Plot 34, Sector 18Gurgaon 122002",Gurgaon,Haryana,7827042251,servicemgr.ggn@frontierkia.in,https://frontier-kia-mg-road.com,"https://www.google.com/maps/search/28.4885978,77.063529,Frontier%20Kia,%20MG%20Road,Gurgaon%20122002"
"Ritu Kia, O P Jindal marg",SALES,"9th KM StoneO P Jindal Marg, Hisar",Hissar,Haryana,7419994999,Info@ritukia.in,https://ritu-kia-o-p-jindal-marg.com,"https://www.google.com/maps/search/29.11936,75.80502,Ritu%20Kia,%20O%20P%20Jindal%20marg,O%20P%20Jindal%20Marg,%20Hisar"
"Ritu Kia CPO, O P Jindal Marg",PRE-OWNED CARS,"O.P. Jindal Marg, Near Orion HyundaiOpposite BBMB, Delhi Road",Hissar,Haryana,7419994999,Info@ritukia.in,https://ritu-kia-o-p-jindal-marg.com,"https://www.google.com/maps/search/29.11936,75.80502,Ritu%20Kia%20CPO,%20O%20P%20Jindal%20Marg,Opposite%20BBMB,%20Delhi%20Road"
"Ritu Kia, O P Jindal marg",SERVICE,"9th KM StoneO P Jindal Marg, Hisar",Hissar,Haryana,9053009822,smservicehisar@ritukia.in,https://ritu-kia-o-p-jindal-marg.com,"https://www.google.com/maps/search/29.11936,75.80502,Ritu%20Kia,%20O%20P%20Jindal%20marg,O%20P%20Jindal%20Marg,%20Hisar"
"Raja Kia, Kaithal",SALES,"Khewat No.827/1,Khatoni No. 1006/1Rect No.69,Ambala Road",Kaithal,Haryana,07948060002,gmsales@rajakia.in,https://raja-kia-kaithal.com,"https://www.google.com/maps/search/29.82514,76.42086,Raja%20Kia,%20Kaithal,Rect%20No.69,Ambala%20Road"
"Aaryaman Kia, GT road",SALES,"117/6 KM STONE, GT ROAD KARNAL,",Karnal,Haryana,7298000345,sales@aaryamankia.in,https://aaryaman-kia-gt-road.com,"https://www.google.com/maps/search/29.6508978,76.9853677,Aaryaman%20Kia,%20GT%20road,%20GT%20ROAD%20KARNAL,"
"Aaryaman Kia, GT road",SERVICE,"117/6 KM STONE, GT ROAD KARNAL,",Karnal,Haryana,7298000378,servicehead@aaryamankia.in,https://aaryaman-kia-gt-road.com,"https://www.google.com/maps/search/29.6508978,76.9853677,Aaryaman%20Kia,%20GT%20road,%20GT%20ROAD%20KARNAL,"
"Aaryaman Kia, Kurukshetra",SALES,"Killa / Khasra No.9, Khewat No.102, State Highway 06,",Kurukshetra,Haryana,7027333361,sales.kkr@aaryamankia.in,,"https://www.google.com/maps/search/29.98094369,76.92291741,Aaryaman%20Kia,%20Kurukshetra,%20Khewat%20No.102,%20State%20Highway%2006,"
"Elite KIA, Narnaul",SALES,"Khasra No-2594 , Near C farmsKhevat No 103 , Khatroni No -189",Narnaul,Haryana,7419980651,Smsales.narnaul@elitekia.in,https://elite-kia-narnaul.com,"https://www.google.com/maps/search/28.05620771,76.12149752,Elite%20KIA,%20Narnaul,Khevat%20No%20103%20,%20Khatroni%20No%20-189"
"Elite KIA, Narnaul",SERVICE,"Village –Sarai SuraniKhevat No -32 ,Khatroni No-40",Narnaul,Haryana,7419980661,Smsales.narnaul@elitekia.in,https://elite-kia-narnaul.com,"https://www.google.com/maps/search/28.07514466,76.15933652,Elite%20KIA,%20Narnaul,Khevat%20No%20-32%20,Khatroni%20No-40"
"Saluja Kia, Palwal",SALES,"Near Pappan Plaza, 57 Km,Delhi Agra Highway, Huda Chowk,",Palwal,Haryana,7056661800,saleshead@salujakia.com,,"https://www.google.com/maps/search/28.155537,77.326369,Saluja%20Kia,%20Palwal,Delhi%20Agra%20Highway,%20Huda%20Chowk,"
"Saluja Kia, Palwal",SERVICE,"Near Pappan Plaza, 57 Km,Delhi Agra Highway, Huda Chowk, Palwal,",Palwal,Haryana,7056661801,crm_service@salujakia.com,,"https://www.google.com/maps/search/28.155537,77.326369,Saluja%20Kia,%20Palwal,Delhi%20Agra%20Highway,%20Huda%20Chowk,%20Palwal,"
"KLG KIA, Panchkula",SALES,"Industrial Area - 1,Plot No. 171 P,",Panchkula,Haryana,9876222333,gmsales@klgkia.in,https://klg-kia-panchkula.com,"https://www.google.com/maps/search/28.45882,77.30897,KLG%20KIA,%20Panchkula,Plot%20No.%20171%20P,"
"KLG KIA, Panchkula",SERVICE,"Industrial Area - 1,Plot No. 171 P,",Panchkula,Haryana,,gmaftersales@klgkia.in,https://klg-kia-panchkula.com,"https://www.google.com/maps/search/28.45882,77.30897,KLG%20KIA,%20Panchkula,Plot%20No.%20171%20P,"
"Aaryaman Kia, Panipat",SALES,"Killa No. 16/2, Village Sewah,GT Road, Panipat,",Panipat,Haryana,7298000355,edp.panipat@aaryamankia.in,https://aaryaman-kia-panipat.com,"https://www.google.com/maps/search/29.325314,76.988277,Aaryaman%20Kia,%20Panipat,GT%20Road,%20Panipat,"
"Aaryaman Kia CPO, Panipat",PRE-OWNED CARS,"Plot Number 24,Sector 25 Huda Industrial Area,",Panipat,Haryana,7027715555,sales.panipat@aaryamankia.in,https://aaryaman-kia-panipat.com,"https://www.google.com/maps/search/29.371118,76.978041,Aaryaman%20Kia%20CPO,%20Panipat,Sector%2025%20Huda%20Industrial%20Area,"
"Elite Kia, Delhi Road",SALES,"Near Abhay Singh Chowk,Delhi Road, Rewari",Rewari,Haryana,7419980700,Gm.Sales@elitekia.in,https://elite-kia-delhi-road.com,"https://www.google.com/maps/search/28.200574,76.640752,Elite%20Kia,%20Delhi%20Road,Delhi%20Road,%20Rewari"
"Elite Kia, Delhi Road",SERVICE,"Near Abhay Singh Chowk,Delhi Road, Rewari",Rewari,Haryana,7419980621,Gm.service@elitekia.in,https://elite-kia-delhi-road.com,"https://www.google.com/maps/search/28.200574,76.640752,Elite%20Kia,%20Delhi%20Road,Delhi%20Road,%20Rewari"
"Ransh Motors, Jind byepass road",SALES,"Khasra No. 14664/4895, Jind Bye Pass Road, Opp New Power House, Rohtak",Rohtak,Haryana,9817979125,sales@ranshkia.com,https://ransh-motors-jind-byepass-road-kia.com,"https://www.google.com/maps/search/28.91707,76.57732,Ransh%20Motors,%20Jind%20byepass%20road,d,%20Opp%20New%20Power%20House,%20Rohtak"
"RANSH KIA, BAHUJAMALPUR",SERVICE,"KILA NO 61/3/2/2, HISAR ROADKHEWAT NO 97 MIN, KHATA NO 101 MIN",Rohtak,Haryana,,,https://ransh-motors-jind-byepass-road-kia.com,"https://www.google.com/maps/search/28.903868,76.518460,RANSH%20KIA,%20BAHUJAMALPUR,KHEWAT%20NO%2097%20MIN,%20KHATA%20NO%20101%20MIN"
"Ransh Motors, Jind byepass road",SERVICE,"Killa No. 23/2, Village Kutana, Behind IDC, Hissar Road, Rohtak, Haryana",Rohtak,Haryana,9215889627,gm.service@ranshkia.com,https://ransh-motors-jind-byepass-road-kia.com,"https://www.google.com/maps/search/28.91707,76.57732,Ransh%20Motors,%20Jind%20byepass%20road,DC,%20Hissar%20Road,%20Rohtak,%20Haryana"
"Ritu Kia, Sirsa",SALES,"VPO Moriwala, Hisar Road,Near OHM Cinema, Sirsa,",Sirsa,Haryana,9053009900,gmsales@ritukia.in,https://www.ritu-kia-sirsa.com/,"https://www.google.com/maps/search/29.534250,75.039420,Ritu%20Kia,%20Sirsa,Near%20OHM%20Cinema,%20Sirsa,"
"Ritu Kia, Sirsa",SERVICE,"VPO Moriwala, Hisar Road,Near OHM Cinema, Sirsa,",Sirsa,Haryana,9053009826,gmservice@ritukia.in,https://www.ritu-kia-sirsa.com/,"https://www.google.com/maps/search/29.534250,75.039420,Ritu%20Kia,%20Sirsa,Near%20OHM%20Cinema,%20Sirsa,"
"Legacy Kia, GT Road",SALES,"31 Km Stone, N H 1, G T RoadKundli Distt, Sonipat",Sonepat,Haryana,7496969901,gm@legacykia.in,https://legacy-kia-gt-road.com,"https://www.google.com/maps/search/28.86966,77.12273,Legacy%20Kia,%20GT%20Road,Kundli%20Distt,%20Sonipat"
"Legacy Kia, GT Road",SERVICE,"43/6, Jat JoshiBahalgarh Road, Sonipat",Sonepat,Haryana,7496969920,gmservice@legacykia.in,https://legacy-kia-gt-road.com,"https://www.google.com/maps/search/28.97023,77.07726,Legacy%20Kia,%20GT%20Road,Bahalgarh%20Road,%20Sonipat"
"Surya Kia, Hamirpur",SALES,"Village Chattar, Bhira,NH 103, Near Reliance Petrol Pump,",Hamirpur,Himachal Pradesh,9317079366,gmsales@suryakia.com,,"https://www.google.com/maps/search/31.648178,76.552339,Surya%20Kia,%20Hamirpur,NH%20103,%20%20Near%20Reliance%20Petrol%20Pump,"
"Surya Kia, Hamirpur",SERVICE,"Village Chattar, Bhira,NH 103, Near Reliance Petrol Pump,",Hamirpur,Himachal Pradesh,9350687645,wmservice@suryakia.com,https://www.surya-kia-hamirpur.com,"https://www.google.com/maps/search/31.648068,76.552553,Surya%20Kia,%20Hamirpur,NH%20103,%20%20Near%20Reliance%20Petrol%20Pump,"
"Sant Autocraft, Kangra",SALES,"Nh 154,Mandi Pathankot Road,Matour Distt. Kangra H.P. 176001 ",Kangra,Himachal Pradesh,7876808055,smkangra@santautocraft-kia.in,https://sant-autocraft-kangra-kia.com,"https://www.google.com/maps/search/32.10938889,76.31233333,Sant%20Autocraft,%20Kangra,Matour%20Distt.%20Kangra%20%20H.P.%20176001%C2%A0"
"Sant Autocraft, Kangra",SERVICE,"Nh 154,Mandi Pathankot Road,Matour Distt. Kangra H.P. 176001 ",Kangra,Himachal Pradesh,7876906855,service.kangra@santautocraft-kia.in,https://sant-autocraft-kangra-kia.com,"https://www.google.com/maps/search/32.108917,76.313111,Sant%20Autocraft,%20Kangra,Matour%20Distt.%20Kangra%20%20H.P.%20176001%C2%A0"
"Sant Autocraft, Muhal Otta Gutkar",SALES,"Plot Khasra No. 51/1NH-21, Muhul Otta Gutkar",Mandi,Himachal Pradesh,9899063696,sm@santautocraft-kia.in,https://sant-autocraft-muhal-otta-gutkar-kia.com,"https://www.google.com/maps/search/31.66385,76.94422,Sant%20Autocraft,%20Muhal%20Otta%20Gutkar,NH-21,%20Muhul%20Otta%20Gutkar"
"Sant Autocraft, Mandi",SERVICE,"Khasra No. 514/19, Mohal Bagla, Tehsil Balh",Mandi,Himachal Pradesh,999999999,,https://sant-autocraft-muhal-otta-gutkar-kia.com,"https://www.google.com/maps/search/32.10945,76.31234,Sant%20Autocraft,%20Mandi,Mohal%20Bagla,%20Tehsil%20Balh"
"Sant Autocraft, Muhal Otta Gutkar",SERVICE,"Plot Khasra No. 51/1NH-21, Muhul Otta Gutkar",Mandi,Himachal Pradesh,7876907055,service@santautocraft-kia.in,https://sant-autocraft-muhal-otta-gutkar-kia.com,"https://www.google.com/maps/search/31.66385,76.94422,Sant%20Autocraft,%20Muhal%20Otta%20Gutkar,NH-21,%20Muhul%20Otta%20Gutkar"
"RC Kia, Shimla",SALES,"Platinum Mall 9 Frood,Bhattakufer, Shimla",Shimla,Himachal Pradesh,9816184888,sales@rckiashimla.com,,"https://www.google.com/maps/search/31.09869193%20,77.20207597%20,RC%20Kia,%20Shimla,Bhattakufer,%20Shimla"
"R C Kia, NH-22",SALES,"Platinum Mall VIVillage Anji, NH-22",Solan,Himachal Pradesh,8894778888,info@rc-kia.com,https://r-c-kia-nh-22.com,"https://www.google.com/maps/search/30.8941,77.1097,R%20C%20Kia,%20NH-22,Village%20Anji,%20NH-22"
"R C Kia, NH-22",SERVICE,"Platinum Mall VIVillage Anji, NH-22",Solan,Himachal Pradesh,8894778889,info@rc-kia.com,https://r-c-kia-nh-22.com,"https://www.google.com/maps/search/30.8941,77.1097,R%20C%20Kia,%20NH-22,Village%20Anji,%20NH-22"
"Pal Kia, Thangaer, NH-1A",SALES,"Khasra No. 278Vill Thangaer, National Highway, 1A",Jammu,Jammu and Kashmir,6006800800,info@palkia.in,https://pal-kia-thangaer-nh-1a.com,"https://www.google.com/maps/search/32.69963,74.89861,Pal%20Kia,%20Thangaer,%20NH-1A,Vill%20Thangaer,%20National%20Highway,%201A"
"Pal Kia CPO, Akhnoor Road",PRE-OWNED CARS,"KIA CPO, Opp Piller No.5,Akhnoor Highway, Jammu - 180002",Jammu,Jammu and Kashmir,6006800811,sumit.sharma@palkia.in,https://pal-kia-thangaer-nh-1a.com,"https://www.google.com/maps/search/32.73189,74.84267,Pal%20Kia%20CPO,%20Akhnoor%20Road,Akhnoor%20Highway,%20Jammu%20-%20180002"
"Pal Kia, Thangaer, NH-1A",SERVICE,Khasra No. 193/194Jammu Srinagar National Highway,Jammu,Jammu and Kashmir,6006900900,vicky.raina@palkia.in,https://pal-kia-thangaer-nh-1a.com,"https://www.google.com/maps/search/32.76164,74.91471,Pal%20Kia,%20Thangaer,%20NH-1A,Jammu%20Srinagar%20National%20Highway"
"Elgen KIA, Bokaro",SALES,"Plot no. 927, Mouza- Dumarjore,Chas-28, Paragona, Khaspel, Bokaro",Bokaro,Jharkhand,9234111050,sales@elgenkia.com,,"https://www.google.com/maps/search/23.656868,86.199738,Elgen%20KIA,%20Bokaro,Chas-28,%20Paragona,%20Khaspel,%20Bokaro"
"Elgen KIA, Bokaro",SERVICE,"Plot no. 927, Mouza- Dumarjore,Chas-28, Paragona, Khaspel,",Bokaro,Jharkhand,9263855020,gmservice@elgenkia.com,,"https://www.google.com/maps/search/23.656659,86.200185,Elgen%20KIA,%20Bokaro,Chas-28,%20Paragona,%20Khaspel,"
"Juhi Kia, Deoghar",SALES,"Dumka Road, Ward No.27, P.S.Rikhiya Below State Bank Of India, Maheshmara,",DEOGHAR,Jharkhand,9297944027,sales.kia@juhimotor.com,https://juhi-kia-deoghar.com,"https://www.google.com/maps/search/24.482775,86.695175,Juhi%20Kia,%20Deoghar,Below%20State%20Bank%20Of%20India,%20Maheshmara,"
"Juhi Kia, Deoghar",SERVICE,"Dumka Road, Ward No.27, P.S.Rikhiya Below State Bank Of India, Maheshmara,",DEOGHAR,Jharkhand,8651037783,Service.deogharkia@juhimotor.com,https://juhi-kia-deoghar.com,"https://www.google.com/maps/search/24.482775,86.695175,Juhi%20Kia,%20Deoghar,Below%20State%20Bank%20Of%20India,%20Maheshmara,"
"Juhi Kia, GT road, Barwadda",SALES,"Plot No. 807 GT Road,Barwadda, Dhanbad,",Dhanbad,Jharkhand,9297942222,sales.kia@juhimotor.com,https://juhi-kia-gt-road-barwadda.com,"https://www.google.com/maps/search/23.8495,86.4361,Juhi%20Kia,%20GT%20road,%20Barwadda,Barwadda,%20Dhanbad,"
"Juhi Kia, GT road, Barwadda",SERVICE,"Plot No. 807 GT Road,Barwadda, Dhanbad,",Dhanbad,Jharkhand,9297946666,service.kia@juhimotor.com,https://juhi-kia-gt-road-barwadda.com,"https://www.google.com/maps/search/23.8495,86.4361,Juhi%20Kia,%20GT%20road,%20Barwadda,Barwadda,%20Dhanbad,"
"Utkal Kia, Adityapur",SALES,"Adityapur Kandra Main Road, Adityapur, Jamshedpur",Jamshedpur,Jharkhand,7643992965,salesmanager@utkalkia.com,https://utkal-kia-adityapur.com,"https://www.google.com/maps/search/22.800600,86.129300,Utkal%20Kia,%20Adityapur,%20Adityapur,%20Jamshedpur"
"Utkal Kia, Adityapur",SERVICE,"Adityapur Kandra Main Road, Adityapur, Jamshedpur",Jamshedpur,Jharkhand,9264490015,servicemanager@utkalkia.com,https://utkal-kia-adityapur.com,"https://www.google.com/maps/search/22.800600,86.129300,Utkal%20Kia,%20Adityapur,%20Adityapur,%20Jamshedpur"
"Dilip Motors, Heritage Garden",SALES,"Heritage Garden, H.B RoadRanchi, Ranchi",Ranchi,Jharkhand,8440958440,gm@dilip-kia.com,https://dilip-motors-heritage-garden-kia.com,"https://www.google.com/maps/search/23.38364,85.36887,Dilip%20Motors,%20Heritage%20Garden,Ranchi,%20Ranchi"
"Horizon Kia, Ratu Road",SALES,"RS Plot No 36-37, Khata No 27,Village Hehal, Ratu Road, Beside Aastha Residency,",Ranchi,Jharkhand,7520001101,sales@horizonkia.com,https://horizon-kia-ranchi.com,"https://www.google.com/maps/search/23.385279,85.287137,Horizon%20Kia,%20Ratu%20Road,Village%20Hehal,%20Ratu%20Road,%20Beside%20Aastha%20Residency,"
"Horizon Kia, Ashok Nagar",SALES,"RS Plot No 2158, Khata No 263,Opposite Maple Plaza, Near Road No.2, Ashok Nagar, Argora",Ranchi,Jharkhand,7520000101,sales@horizonkia.com,https://horizon-kia-ranchi.com,"https://www.google.com/maps/search/23.349896,85.306678,Horizon%20Kia,%20Ashok%20Nagar,Opposite%20Maple%20Plaza,%20Near%20Road%20No.2,%20Ashok%20Nagar,%20Argora"
